,review,sentiment
575,The film began Wheeler sneaking apartment his girlfriend Her aunt Edna May Oliver person talented film t like Wheeler sentiment I easily relate The aunt decided take bland young lady abroad get away Wheeler They left Wheeler invested revolution small mythical kingdom promised make king At time Woolsey small mythical kingdom made king So Wheeler arrived boy fight out they refused they already friend greatly disappointed people killing replacing king national pastime I a huge fan comedy Golden Age Hollywood silent era I seen reviewed hundred thousand these film yet despite love appreciation these film I never able understand appeal Wheeler Woolsey the comedy team might bad the Ritz Brothers Despite successful their short career Hollywood cut short due the early death Robert Woolsey I t help notice practically every successful team the same basic idea much better For example were many element this film reminiscent the Marx Brother film DUCK SOUP yet CRACKED NUTS never made laugh DUCK SOUP a silly highly enjoyable romp At time Woolsey talked a bit like Groucho his joke never punchlines even remotely funny In fact just seemed prattle pointlessly His only funny quality he looked goofy surely not enough reason put film Additionally Wheeler the comedic appeal a piece cheese a piece cheese sang very poorly A missed opportunity the old Vaudeville routine later popularized Abbott Costello a who on first done in this film lacked spark wit timing In fact soon they started their spiel they just ended the routine prematurely you left frustrated I knew who on first been around many year used many team I really wanted see Wheeler Woolsey give a fair shot give it their twist Once I found yet another sub par film this duo While I must admit I liked a few their film mildly a SILLY BILLIES THE RAINMAKERS I actually gave to on IMDb this one wa a major endurance test to complete something that I find happens too often I view the film Wheeler Woolsey Where wa all the humor,negative
576,I really hoping would funny show given hype clever preview clip And talk hype I even heard interview show creator BBC World Today show broadcast over world Unfortunately show t even come close delivering All joke obvious kind sound kind funny the first time hear but seem lame they not given new treatment twist All the character one dimensional The acting well mediocre I being nice It the classic CBC recipe one always fails If re Muslim I think would stupid to believe the white character if re white d probably offended little the fact almost the white character portrayed either bigoted ignorant both Not making fun of white people a problem of the better comedy rooted that It only a problem it t funny in this show Canada is bursting funny people many that we export to Hollywood a regular basis So come the producer of this show t find,negative
577,First Mexican werewolf Texas not werewolf movie This title bullcrap The story actually Chupacabra kill local villager little town Furlough Texas I suppose distributor renamed original title would make extra buck something And I guess actually work reason I bought piece crap sounded stupid Anyway the movie good Actually bloody awful But I t expect anything else I bought It low budget horror movie Chupacabra monster If enjoy low budget horror bad dialog actor some gore check movie But I must warn you movie really baaaaaaad This movie some the worst acting I ever seen The actor try hard t get completely ridiculous They almost never say a line a normal way They always completely wrong tone just everything say It so stupid almost look like a freakin parody It like shot scene one single time happy The worst them the blond girl supposed play a bimbo She the worst them all I never seen actor bad And I seen Pteradactyl Even her boyfriend dy can t stop a bimbo I hate her Some the shot this movie were actually quite good The one that where shot the daytime all pretty decent a low budget project But the movie is shot the night the Chupacabra strike the lighting is way dark The gore scene few short really grizzly violent The effect pretty hilarious really that the way I like it The Chupacabra look pretty messed it easy see that it s a guy suit Overall this movie only watched extreme fan of low budget flick it s very important not watch this alone you probably bored death I recommend watching this flick your friend and some beer,negative
578,This movie so God awful literally chore watch I wanted eject from vcr throw across room kept thinking foolishly it would eventually get funny then everything would all right You lose win yay This movie be required viewing anyone even entertained thought Jackie Mason funny After beat ove head movie the tape crack And even considering renting turd worse yet I one thing ask you t you even look the cover I mean crap like this you tell just glance bad it is Oy vey This movie sucked,negative
579,The symbolic use object form editing position character scene were used such joyous abandon Hitchcock you really see fertile genius had The way wife move one corner ring a fight progress editing wedding ring placed her finger these may seem bit obvious today standard silent era spoke volume the story without a word spoken Even the title a least four meaning I see the boxing ring the wedding ring the bracelet the lover buy the love triangle the heart the story,positive
580,I found movie be good all area The acting brilliant all character especially Ms Stone Morissey Tramell Character get smarter more psychologically twisted the minute The plot interesting even though movie more the mind playing the main character how Catherine continues writing new way twist her novel The setting also fabulous the whole atmosphere the movie that mysterious thriller like masterpiece Go see film deserves better what got the audience wa misled some faulty terrible review the movie Before even started You t regret if go see it,positive
581,Rather like Paul Newman Steve McQueen their racing car movie appearance jolly project Robert Redford get ski hill dale Alpine sunshine The story light powdered snow Redford small town boy David Chappellet kind lead name eye prize Olympic glory get nose particular order coach father team mate Women mere side show insular world evidenced a fairly distasteful pick scene an old girlfriend hometown then his selfishly petulant pursuit heaven a free thinking independent woman played Camilla Sparv The ski ing sequence fine some good stunt work involving numerous bump scrape the piste their effectiveness dimmed our subsequent familiarity top TV coverage skiing event down the present day Plus I not convinced that the Winter Olympics ha the mass identification the general public the summer game that Redford eventually win his gold medal the final reel I t really that excited him one way another Of the actor Redford best profile forward t need to do much indeed t Gene Hackman better with equally meagre material Ms Sparv well a the chief female interest well treat Redford the way he s doubtless treated every woman in his chauvinistic way In truth though s a lack dramatic tension throughout which the action sequence t fully compensate you t care a fig any the leading character One those film the actor probably enjoyed making more the viewer watching,negative
582,I would recommend film anyone is searching relaxing fun filled thought provoking movie The absence sex vulgarity violence made a pleasant evening I especially enjoyed Buffalo scene probably I live a short distance there Even this film could been produced any city s theme s important I just grateful that Manna From Heaven dropped on u Try you like,positive
583,This an art film either made National Film Preservation Foundation say IMDb say Regardless exact date film definitely appears indicative this general time period some camera work pop art stylings pure late early The film consists three simple image are distorted using different weird camera trick These distorted image are accompanied music there absolutely dialog or plot any sort This wa obviously intended almost like form performance art like performance art s interesting first quickly becomes tiresome The film put even bluntly total bore would appeal no one perhaps who made the film family friend perhaps a few people too hip with to be understood u mortal,negative
584,I read book saw movie Both excellent The movie diamond among coal era Liebman Selby dominate screen communicate intensity their character without flaw This film made star Shame studio not putting everything had behind film It could easily a franchise Release DVD a must a worthy remake would revive this film Look your TV guide if see listed matter late watch it You t disappointed Do another favor read the book title It blow away Times have changed dramatically since day at least like think have,positive
585,A drifter looking job mistaken hit man small Wyoming town leading all kind complication Cage perfectly cast unlucky schmuck hoping make a quick buck get of town finding can escape title town Hopper what doe best playing a psycho known Lyle Dallas real hit man Walsh a crooked sheriff Boyle a femme fatale round fine cast The script brother John Rick Dahl contains delicious twist turn John direction creates a terrific neo noir atmosphere Witty very entertaining suck the viewer from the start never let,positive
586,I really liked movie I seen several Gene Kelly flick this one best I would actually put above his more famous American Paris Sometimes seems story get lost Gene Kelly movie the wonderful dance song number not this movie It definitely worth renting,positive
587,Although promoted one sincere Turkish film an amateur cast Ice cream I Scream more like caricature sincerity The plot open dream Ali traveling ice cream salesman Western Anatolia town see becoming successful using same marketing method big ice cream company He dream playing product TV commercial beautiful model bikini dancing around As dream turn nightmare wake big erection next gargantuan wife reject make sex year apparent reason Is successful job Apparently say selling better old day wa no pressure global ice cream company But say actually t see suffer much still sell good traveling neighboring village apprentice stay shop selling ice cream people town Ali blame big company using sweetening coloring agent he using real sahlep powdered root mountain orchid Ali buy motorbike bank loan be traveling vendor give ad local TV channel prefers broadcast even news bulletin local dialect His wife not fond way doing business always quarrel Ali threatens he may very bad thing moment frenzy In very successful day his lousy bike stolen misbehaving little boy town In search his stolen bike Ali go police blame big company theft course nobody take seriously Annoyed nagging his wife Ali go tavern becomes drunk One his friend his table wannabe socialist the town give didactic speech criticizes globalism with no real connection jump the subject global freezing Ali return home decides kill with poison His wife wake prevents An old neighbor take night walk advises life According him Ali even sell hot sahlep drink the world face with global freezing When he return home suddenly see his wife understood his value treating him like hero praising his manhood Meanwhile the thief boy got sick eating much ice cream They confess the doctor stole Ali bike Ali forgives there come the happy end Although the plot may look promising a way the story telling which make film insincere cheesy First the director t show much an effort tell the story visually everything based dialog And the dialog never stop show u cinema actually a visual art Even Ali trouble not convincing we t see we understand from his word The director market his film a righteous fight Ali big ice cream company there nothing the film about big company We t see pressure enough The film actually ridicule Ali believing big company behind the theft And his motorbike found solves every problem Ali becomes a happy powerful husband Not a real criticism globalism Second the film is cheesy because the crude humor Maybe the people that part of Turkey is cursing much making many vulgar joke their daily life vulgar language crude humor not enough make a film funny I may accepted if were vulgar and clever they not clever joke all they are cheesy Maybe I wrong maybe American people may like oriental version of American Pie style humor But American Pie never any claim to be a nominee the Oscars to a political message If think that laugh just seeing a man s big erection his short and we to endure joke twice an old villager woman saying f k then you may find film funny,negative
588,Stan Laurel Oliver Hardy famous comedy duo history deservedly so I happy see film Ollie recovering a broken leg hospital nothing else do Stan decides visit take some boiled egg nut instead candy Chaos begin Stan curiously pulling Ollie leg cast string manages push The Doctor Billy Gilbert window clinging getting Ollie strung the ceiling When the situation calm Stan get Ollie clothes the Doctor want both to leave he also manages to sit a syringe accidentally left the nurse filled a sleeping drug come effect he driving you tell done a car front of a large screen Filled with some likable slapstick not bad although repetitive a little predictable classic comedy isn great it a black white film worth looking Stan Laurel and Oliver Hardy number The Comedians Comedian Okay,negative
589,OK I admit I quite enjoyed House Dead despite well documented failing This however worst film I seen since Demons Door Compared to DATD effect vastly superior However plot weak acting reminiscent everyone favourite porn film the decision action the character consistently verge the moronic I feel like trying Uwe Boll latest cinematic outing to get sense perspective HOTD I not suggesting he really the cure a case a different disease when sens been insulted such abhorrent manner the only way up OK it I managed the ten line minimum shall waste more our time the waste celluloid is House the dead,negative
590,I Unlike reviewer born I born may th Despite life very much style When kid playstations I playing Zelda NES etc Now movie hold special place heart already despite being year old time writing review I style early Childhood watched many TV show saw Many movie other kid see movie one those one greatest It start Los Angeles home Alvin Seville Simon Seville Theodore Seville David Seville David Chipmunk adoptive father rush get airport he going business trip around Europe His taxi almost The Chipmunks help pack While talking Alvin express come Dave see world Even though technically Dave going Europe Alvin apparently only America Europe qualify The World David leaving Chipmunks care Miss Miller much displeasure boy Soon Dave off airport Chipmunks left home Miss Miller Later local Café Chipmunks playing game Around World day Chipettes Brittany Jeanette Eleanore After losing game Brittany Hot air Balloon eaten sky crocodile Alvin get argument Brittany would really win race around world Two diamond smuggler sitting nearby table Klaus Claudia Furschtien overhear argument needing safe way transporting diamond world decide fool child delivering They set race around world each team will deposit doll likeness Secretely filled diamond drop offs around world receive doll opposing team likeness secretely filled payment the diamond varify The winning team would receive dollar reward They believe Jamal An Interpol agent who ha hot their heel some time would never suspect they kid However seems be redundant because their travel the kid go security check never even questioned the doll I suspect neither would Klaus Claudia they taken the diamond there personally And begin great adventure This film a classic I see reason anyone would like It feature great animation top notch voice acting mention the Kick as music Pardon my french P My favorite song without a shred doubt The Girls Boys Rock Roll An amazing rock song can not be topped It also my favorite moment the film Other notable song include Getting Lucky Kind Suggestive a kid film eh My Mother well Wooly Bully Off see the world Not mention the main theme the movie heard the opening credit performed the Royal London Philharmonic Orchestra The scene My mother still brings a tear my eye In relation the song Getting Lucky I first think anything I grew older learned life became clear song a little bit suggestive That song along the fact the animator insist on the audience knowing the color the Chipettes panty This especially apparent the scene Egypt the Chipettes are being chased the Arabian Prince men Eleanor lean the side the hot air balloon basket her skirt defies gravity completely While doe nothing to draw the overall quality the film one those unexplained thing like nobody the world seems to mind there are foot tall Chipmunks walking around speaking in incredibly high pitched voice treat just like they would any human child Anyway A bit that scene the Chipettes discover the diamond in the doll decide to go find the Chipmunks get home The Direction Janice Karman perfect this movie she her husband Ross Bagdasarian Jr know the character better anyone They even the voice the Chipmunks the Chipettes Ross the voice Alvin Simon well Dave Janice the voice All the Chipettes Theodore Speaking male character that are voiced female voice actress Nancy Cartwright The voice of Bart Simpson make appearance in this movie She play the part of the Arabian Prince a very small important role The ending of course a happy one The Crooks have been caught the loose end tied The film end when the Children Dave Miss Miller are driving the sunset Alvin complaining not having gotten dollar reward winning the race annoys Dave he finally yell ALVIN the screen fade to black Classic ending the way I hope found my review of this movie useful and if haven t seen this flick give it a watch It s worth the money This Nostalgic classic the s get a solid of Headin for the top Don t you know never stop believing,positive
591,Just I thought I would finish whole year without giving single movie Bomb rating friend brought notorious turd house last night I feared worst knowing reputation God awful I anticipated This Mexican made mess dubbed English produced K Gordon Murray It got terrible set effect feature a rather frightening Santa operate North Pole instead a cloud outer space who t little elf helping make toy rather different group child practically every country The opening sequence St Nick chuckle heartily a he observes monitor showing these kiddy working hard singing terrible holiday song a variety language seems go forever with story Obviously THIS Santa Claus doesn t observe child labor law Eventually get nasty slinky red suited apprentice devil traveling hell Earth make little kid naughty turn Santa Christmas Eve round a nightmare Watching movie a trippy twisted experience it bound to frighten little child turn off Santa Claus holiday forever Oddly the name Jesus Christ is mentioned often this Christmas film somehow make it all the creepier the context all the bizarre thing are going This easily make my personal list the Worst Movie I Ever Seen I sure s nothing unique,negative
592,As often case you attempt take plus page book cram two hour film lot lost Here director John Madden Shakespeare Love take extremely ambitious project almost pull off What get charming emotionally compelling film seems somehow incomplete There much film wonderful fantastic The cinematography John Toll Cinematographer Braveheart Legends Fall winning Oscars both splendid Working Madden choice location Greek island Kefallonia superb visual image come photographing majestic location varying light lush beautiful Madden also us numerous Greek actor townspeople giving town authentic feel The soundtrack also terrific mandolin passage vocal Italian soldier marvelous Madden excellent job bringing u Italian occupation romance take greater part film There numerous sweet funny moment throughout segment However time serious battle drama ready unfold isn much film left the reel component extremely rushed abbreviated While the battle scene well done subsequent the battle obvious increasingly greater compromise being made keep the film running long By the time reach the post war scene the treatment merely skeletal Another negative the DVD particularly sparse feature Nicholas Cage is charming the romantic lead the sentimental Captain seems have joined the army sing rather fight When fight must Cage switch gear seamlessly into man fierce principle resolve somehow remains believable both persona Penelope Cruz the camera love give an uninspired performance Pelagia In part is Cage dominates the screen Cruz seems placid part should emotionally torrential dynamic She allows the character be objectified Corelli love interest rather establishing powerful character her right John Hurt give a fantastic performance the wise old doctor know much human nature medicine However Christian Bale seems a bit overwrought stiff a Pelagia fiancé I rated this film an Despite drawback this is a touching film that is well worth seeing The photography alone is worth the price admission,positive
593,My father grew grew watching George Reeves Superman I little kid had episode VHS let view including movie passing down family you I loved Clark Kent Lois Lane get sent a small town oil mine from mine emerge mole men radioactive targeted the town assumed be deadly up Superman stop mayhem It just wonderful fun view The old style special effect sound the crew pulled such a beauty such little technology George Reeves my hero when I a little kid and I now it just go show timeless and classic adventure,positive
594,This unpretentious Horror film probably destined become cult classic Much much better of Scream rip offs there I even hope come with sequel,positive
595,I read book watching movie left emotionally drained I felt it truly transported Afghanistan culture I know little I great hope movie it disappoint I watched with someone didn read book he also enjoyed it They shorten thing movie it a well acted well shot film It leaf thinking the movie long it over You feel the character their plight I highly recommend this movie those like emotionally draining drama want to experience Afghani culture There some disturbing scene not suitable child to watch It a heavy drama depicting the horror life a restrictive regime,positive
596,Years ago Sara young girl witnessed parent murdered a adult suffers various mental ailment I mention ha imaginary friend This film lull viewer into sense tension mind but rather sense sleepiness Deathly boring I found hard sit a I could feel eyelid growing heavier heavier each endless minute mindless prattle supposed mystery Is Sara going crazy is paranormal A better question would Who care And the answer that one No one all Skip film save some time better suited do more worthwhile task My Grade D,negative
597,In short want watch Burt Reynolds best film one must included If don like Burt may still like If you love Burt this may become one your favorite movie all time Being Atlanta doe hit home also nice see cop action drama take place somewhere than NY City Chicago Miami LA The film funny point good plot good performance a great supporting cast every character real bad guy not one sided are really well thought A nice offbeat romance the nd half ha good old fashion shootout fistfight CGI thank God REAL ACTION If Clint Eastwood his best impression a Burt Reynolds movie Every Which Way But Loose Any Which Way You Can Burt responded his best Clint type flick this it come great,positive
598,I watched Love Jones thirty time It one rare film depict love story people happen be African Americans The dialogue realistically written delivered honesty It so nice see film the story line centered young professional African Americans This virtually untapped market Love Jones visually captivating well The chemistry Lorenz Tate Nia Long bring memory past present love The feeling the film jazz blue brings mine the sensuality a warm creamy hot chocolate a splash Kahlua Butterscotch If hadn guessed I loved,positive
599,The basic genre thriller intercut an uncomfortable menage trois Fellowes tried make lot out using lie title order bring all manner small twist invariably designed surprise character than audience It really rather messy though Fellowes t seem interested presenting thriller element fashion will keep u seat edged Rather focus moral predicament The dialogue inconsistent stagey vernacular constant surprise realism undone occasional cliché landmine Though fussing location that the actor get on existing their space the dreadful score t create further dimension often work the emotional momentum given set piece There also a very prosaic dare I say British feel the filming I t want see a document two successful middle class people caught an extraordinary situation I wanted see sort artful recounting the story Finally fact the story let the rest Just the element suspense rather flat the story is an asymmetric sum subplots different shape size woven a vehicle character examination Wilkinson Watson support this meta essay with good performance and John Warnaby ebullient colleague Simon Wilkinson is a welcome foil much the brow furrowing I disappointed that s bad that could been much better,negative
600,This absolutely best movie I ever watched At age I up late ran across movie It on USA channel Gilbert Godfrey Up All Night I never forget At time friend I really struggling different issue sexual You know rough weird age It seems are stuck between little girl being young lady This movie really helped answer a lot question me I have a daughter is Have searching a couple year movie If ever come on DVD I would the first buy Would recommend any parent watch this with child they reach very rough difficult age,positive
601,Holes an awesome movie I love lot one my favorite film It one flick produced Disney isn cheesy Holes generally very cool motion picture I wish Disney would make picture like Holes indeed rare breed Disney flicker show cool Don get wrong idea I t mean bad mouth Disney most stuff is aimed towards kid THAT S OKAY Children deserve have entertainment But Disney been guilty trying appeal the teen audience they usually fail But with Holes It the type movie anyone any age watch enjoy not think it s corny Really it s the kind movie even lot young hood might enjoy since are character it they relate Holes good job a mix good family entertainment not being too cheesy living a little the edge I hope Disney take risk make edgy flick like,positive
602,I not hate show When old better tech TV hit brick channel reformatted new show stepped Attack Show replacement Screen Savers co host beginning They Kevin Rose Kevin Pereira Sarah Lane Brendan Moran came something co host well he mostly prerecorded piece show Kevin Rose decided leave the show eventually contest see would the third host that pan for reason Eventually I learned very IMDb messageboard Sarah Lane Brendan Moran moved because hey I read the two got married That wa a big secret me Now is a new female co host the not hot opinion Olivia Munn She hiding something those top wear Sarah Lane a perfect body she t afraid show AHEM Sorry Attack the Show deal everything young people want know It music movie comic book the internet television This is what great the show If don t want bother scouring the net waste time watching MTV can get you want AOTS Some segment bit do funny They regular guest contributor are the industry well guest range from insignificant internet star actual big name Even though the host t geek I like to be I still found Attack the Show to be entertaining even it latest lineup,positive
603,Worst DCOM I seen Ever Well maybe bad a Smart House This just bad The acting story fine effect SUCKED They so fake The good fight scene between brother Shen That probably the only scene which I excited Overall I found movie boring the film kind ended suddenly I give four Brenda Song is a very funny actress that one fight scene,negative
604,awful cant believe one greatest nonsense world blockbuster favorite movie million people movie story shahrukh khan ha been appeared the screen nothing new the same usual trying make cry start scrambling head thousand time think is much pretty zinta spouse act the character a Pakistani girl didn know is enough facility Pakistan the Pakistani girl do many plastic surgery their face also there are enough make facility also didn know an Indian cross the March between country go Pakistan start dancing singing may be Pakistani soldier were sleeping,negative
605,Some people may call Cooley High same sort thing American Graffiti I t For starter AG everyone white whereas CH re black Moreover one a Motown soundtrack Specifically movie focus several working class African American student Chicago antic The movie deal mainly home life relationship In their apartment see there never dad around But young men always know live life to fullest One thing really distinguishes movie most portrayal black people that teenager this movie portrayed very responsible worrying missing school Two really funny scene the gorilla scene the one white guy the movie But overall the main star the soundtrack It truly one the best soundtrack movie history even it vinyl at home A classic the real sense the word,positive
606,So wonderful quirky romantic Italian The film so feather light float into refracted reality you never want return humdrum A kitchen sink world bakery hairdresser plumbing one shimmer a soft luminescence Should credit go the screenplay the direction Take pick re faultless Let get back New York City that lie beyond the looking glass,positive
607,This film quite simply brilliant The cinematography good acting superb the story absolutely breathtaking This the story Donald Woods white South African thought a liberal he found the reality apartheid Kevin Kline completely convincing much that Donald Woods appeared TV year later I recognised from Kline portrayal Denzel Washington also turn a masterful performance ever I urge to watch It long it worth patience it tell an incredible story Remember folk really happened,positive
608,I recently seen production DVD It first time I seen since originally broadcast good I remembered At first wa worried would seem old fashioned I suppose little dated very wordy BBC serial back I miss wonderful costume drama seemed always Sunday afternoon back But aside near perfect could I bit a Jane Eyre purist favourite book never seen another production a faithful book one I have recently read book well dialogue spot Reading scene near end Rochester question Jane what St John wa like I noticed word exactly reproduced screen Dalton Clarke done perfectly All the other production have been done seem lacking some way some even leave the Rivers family connection Jane altogether I also think the only production include the Gypsy scene done correctly The casting perfect Zelah Clarke like Jane described the book small plain dark I disagree she looked old Timothy Dalton may be a little handsome he absolutely perfect a Rochester portraying every aspect character just right acting sock I agree other comment he even appears quite scary time like the scene he turn around slowly the church the wedding is interrupted expression is fantastically frightening But another favourite scene joy is wonderful see Jane run the stair into his arm the morning they declare their love one another A love is wonderfully portrayed totally believable Oh be loved a man like There a couple scene were strangely missing however like Jane climb in to bed the dying Helen and also Rochester take Jane shopping her wedding thing I thought one wa in it but maybe my memory is playing trick Finally never see another production Jane Eyre you simply see this one it is simply perfection,positive
609,In time bad not plain awful comedy King Queens more breath fresh air complete oxygen tank It opinion one best comedy show all time Nothing been good since Married Children Kevin James Jerry Stiller comic genius And believe take lot make label someone comic genius These guy truly understand is funny I could watch ten episode Seinfeld wouldn get half the laugh seeing KOQ just once Other funny people this show Carrie Janet Heffernan Spence Doug Pruzan Carrie s bos I happy managed get so many season this gem The show been hilarious winner in a time mostly comic loser Check it out you t,positive
610,PREY Aspect ratio Sound format Mono A lesbian couple Sally Faulkner Glory Annan living remote country house driven apart arrival a young man Barry Stokes turn a flesh eating alien vanguard a massive invasion Despite shoestring budget leaden pacing Norman J Warren follow SATAN S SLAVE amount a great deal than sum it meager part thanks a surprisingly complex script Max Cuff apparently only writing credit Faulkner Annan indulge obsessive relationship whilst living isolated splendor within English countryside rendered alternately beautiful ominous Derek V Browne eye catching cinematography though Annan discovery bloodstained clothing an upstairs room mark one both these doe eyed lovely psychologically disturbed may explain absence respective family appear have lived house one time another left mysterious circumstance Stokes unexpected arrival throw relationship disarray partly Faulkner a pathological hatred men partly Annan attracted creating tension result a climactic whirlwind violence There an extraordinary multi layered sequence Faulkner attempt to emasculate their clueless visitor dressing woman clothing though Stokes alien mentality allows him to rise the intended mockery In the early scene least the relationship Faulkner Annan depicted uncommon grace dignity this heartfelt sapphic liaison quickly devolves crowd pleasing episode sex pulchritude culminating an explosion horror Annan allows to ravished Stokes following a violent argument Faulkner The closing sequence quite literally gut wrenching especially Annan final scene appears to have clipped censorship reason and never fully restored remains still pretty vivid brace Excellent performance the three lead bolstered Warren unobtrusive direction which take full advantage of the stunning woodland location thereby compensating the film budgetary shortcoming Originally released in the US ALIEN PREY,negative
611,The tourist season ended remote island coast Scotland winter beginning set inhabitant human sheep alike settling much quieter time ahead Michael Gaffikin James Warwick former paratrooper British Army local dentist islander birth relationship local artist cartographer Fiona Patterson Celia Imrie always viewed little suspicion maliciously just protective instinct tight knit community kin The island serenity broken Gaffikin solitary round golf find headless remains brutally slain woman He immediately report gruesome find Insp Inskip Maurice Roëves island police station Inskip arranges delivery remains local GP Dr Goudry closer inspection A quick search killer prof fruitless doe search missing local woman Over dinner night Michael Gaffikin Fiona realises dead woman might Sheila Anderson woman mainland life island winter month A quick search home Dove Cottage reveals missing remains body home proving murder scene why killer drag her torso mile wood Suspicion immediately fall one stranger left island one Colonel Howard Jonathan Newth also happened the last person see her alive they came across the last ferry together Goudry asks Gaffikin dental expertise the victim body reveals torn apart somebody something great strength one set teeth mark the body seem point a human killer another point unknown animal kind A sheep found mutilated then a Canadian ornithologist found slain With a heavy fog rolling the island cut the mainland any possibility help the radio also t work seemingly blocked the phone line been cut Reports UFO the sighting a camouflaged soldier compounded the finding odd looking craft hidden behind rock the beach Inskip confused refuse listen anything the fact laugh Gaffikin idea alien might involved a rise radioactive level the island him doubting The Nightmare Man based the novel Child the Vodyanoi David Wiltshire adapted Dr Who Blake scriptwriter Robert Holmes directed Douglas Camfield also directing experience both Sci Fi classic the film benefit from having experienced genre expert board The Nightmare Man though the whole a succinctly better crafted piece build plot alongside solid character development even the minor character time given giving a firm background The island setting perhaps a genre cliché ha been used one I enjoy much the remoteness the sense siege no way always add the atmosphere here given an extra oomph having an impenetrable fog close hamper all effort In many genre effort kind easy for proceeding get silly for the plot resort melodrama credit Camfield hold all together the emphasis being on believability all time There is an authenticity proceeding the character even speaking Gaelic time further this point If is one negative the killer given his her POV for the killing an acceptable cliché on seen a red filter a fish eye lens just scream overkill date the film just a little Still though will be hard pressed to guess the outcome the identity for that matter the specie of the killer given the clue presented but s a fun very well acted piece The local Scottish cast exceptional the local bobby Roeves and Cosmo particular spar well each and are a delight to behold Imrie never one ve taken to work is also pretty good and display hew womanly physique a if she were in a Hammer production The outlandish maybe even preposterous ending may irk some viewer it disappointed in some way but taking account it made it an understandable and acceptable addendum that if think it is even terrifying,positive
612,This review also contains spoiler first movie haven seen either movie want want spoiler please t read review While movie supposed Christian Kathryn meeting first time movie poor copy first Cruel Intentions The actor portray Ryan Phillippe Christian Sarah Michelle Gellar Kathryn very poor substitute indeed Neither pull the smarmy snooty rich kid attitude the original actor It absolutely appalling some the dialog verbatim so much Christian Kathryn but if listen closely enough ll recognize There also inconsistency the plot if truly the first meeting Christian Kathryn why it Christian fell love a girl the end the movie He supposedly supposed be love the first time the original movie Reese Witherspoon character Also the tie with the photography You could be a model comment the end totally lame didn t add anything all Overall this movie a waste time I t believe they made a Cruel Intentions,negative
613,This movie ridiculous It attempting be comedy screenplay horrible The whole movie done low light cant grasp the fact comedy Truly bad cinematography You really sit watch it to realize s few joke and going either way re inside joke amongst This more like a wannabe drama flick went bad It really a pointless movie Their expression reveal nothing but dismay and disaster turn that way anyway Unless want to be bored as I suggest you stay away this gag of a movie,negative
614,In dramatising Wilde novel John Osborne condensed event eliminated number character generally implied rather shown Dorian essential wickedness If want more explicit rendering see film Wilde Robert Louis Stevenson lived about time frame were certainly vastly different men writer This story really treat theme similar Stevenson Dr Jekyll Mr Hyde note Wilde chose treat story fantasy whereas RLS took scientific route Both protagonist men whom good war evil evil winning end The actor this BBC movie take a different route from film John Gielgud say same caustic cynical quip George Sanders his role really projecting Wilde a subtle difference You suspect Sanders really believed saying Gielgud may saying is expected him rather what he sincerely belief Peter Firth show the two side his character in restrained fashion but then don get see many his escapade Hurd Hatfield a chance display It a good production the dramatisation reflecting the essential the novel not of ramification,positive
615,It start like serious social commentary quickly make one think other Clark movie like Kids Bully etc But just quickly unravels direction le mess Who main character Is serious film some Gregg Araki esquire top goofy film Is skate documentary moment dialog inserted I no clue I found watching clock wonder this turd going end I kept thinking would some big shocker culmination never came I cut a good minute movie fast forwarding the pointless skate scene Yes illustrates the changing landscape the not s I got way back the beginning Kids Bully done such a way I actually felt like I observing the reality group of friend Wassup felt very staged poorly constructed ever worse acting Teenage Caveman Larry write did direct terrible But least felt like suppose be a terrible movie that didn t take seriously Wassup Rockers wa just plain bad,negative
616,This my first Deepa Mehta film I saw film TV it Hindi version it Sita character presented Nita I also note it Radha underwent allegorical trial fire film Nita Sita Yet I loved film it screenplay Ms Mehta direction The character big small well developed seemed quixotic towards end somewhat like end Mazursky An Unmarried Woman They brave woman surrounded cardboard men And one cardboard man Ashok seems come alive last shot see him carrying invalid mother Biji He seems finally take future responsibility beyond celibacy adherance religion Ms Mehta seems fumble director however compared most Indian mainstream cinema would seem brilliant use script go beyond microscopic joint family she presenting except presenting a glimpse Chinese micro minority the social milieu India She even dedicates the film mother daughter father Yet Radha reminesces halcyon day both parent a mustard field Compare her Mrinal Sen Adoor Gopalakrishnan Muzaffar Ali she dwarfed these giant given her competent Canadian production team financial resource Mehta film two bisexual lady an Indian middle class household may be sacrilege some merely capture the atrophy middle class home doe not seem aspire something better it immediate survival a limited social space Kannada Malayalam Bengali film touched parallel theme India did not the publicity surrounded film therefore have not seen a wide segment knowledgeable cinemagoers Ms Das Ms Azmi Mr Jafri Mr Kharbanda credible not outstanding Ms Azmi is a talented actress gave superb performance good director Mrinal Sen Khandar Gautam Ghose Paar Benegal Ankur a brilliance notably absent this film Ms Das sparkled due to her screen presence rather her acting capability All all the film strength remains the structure the screenplay is average term international cinema I sure Ms Mehta hone her writing talent her future screenplay,positive
